Month,Service Type,CBD Relation,Day Type,Time Period,Trips
12/01/2020,fhvhv,Entering CBD,1,Overnight,83860
12/01/2020,fhvhv,Entering CBD,1,Peak,522759
12/01/2020,fhvhv,Leaving CBD,1,Peak,526450
12/01/2020,fhvhv,Entering CBD,2,Peak,143028
12/01/2020,fhvhv,Within CBD,1,Peak,749614
12/01/2020,fhvhv,Entering CBD,2,Overnight,66964
12/01/2020,fhvhv,Within CBD,2,Peak,243423
12/01/2020,fhvhv,Leaving CBD,1,Overnight,150761
12/01/2020,yellow,Entering CBD,1,Peak,139358
12/01/2020,yellow,Within CBD,2,Peak,83876
12/01/2020,yellow,Leaving CBD,2,Peak,35679
12/01/2020,yellow,Leaving CBD,1,Overnight,21410
12/01/2020,yellow,CBD-Null,1,Overnight,252
12/01/2020,yellow,Within CBD,1,Overnight,31704
12/01/2020,yellow,CBD-Null,1,Peak,2623
12/01/2020,yellow,Leaving CBD,2,Overnight,11231
12/01/2020,yellow,Within CBD,1,Peak,350212
12/01/2020,yellow,CBD-Null,2,Overnight,122
12/01/2020,yellow,Entering CBD,2,Overnight,5818
12/01/2020,yellow,Leaving CBD,1,Peak,167152
12/01/2020,yellow,Within CBD,2,Overnight,19622
12/01/2020,yellow,CBD-Null,2,Peak,599
12/01/2020,yellow,Entering CBD,2,Peak,29208
12/01/2020,yellow,Entering CBD,1,Overnight,8717
12/01/2020,green,Entering CBD,1,Peak,4214
12/01/2020,green,Leaving CBD,1,Peak,508
12/01/2020,fhv,Leaving CBD,1,Overnight,744
12/01/2020,fhv,Leaving CBD,1,Peak,7498
12/01/2020,green,Leaving CBD,2,Peak,45
12/01/2020,fhv,Leaving CBD,2,Overnight,234
12/01/2020,fhv,Within CBD,2,Overnight,49
12/01/2020,green,Within CBD,2,Peak,4
12/01/2020,fhv,Within CBD,1,Overnight,133
12/01/2020,green,Entering CBD,2,Peak,694
12/01/2020,green,Entering CBD,2,Overnight,273
12/01/2020,fhv,Entering CBD,1,Overnight,278
12/01/2020,green,Within CBD,1,Peak,80
12/01/2020,green,Leaving CBD,1,Overnight,11
12/01/2020,fhv,Entering CBD,1,Peak,6796
12/01/2020,fhv,CBD-Null,1,Peak,21333
12/01/2020,fhv,Entering CBD,2,Peak,497
12/01/2020,fhv,CBD-Null,1,Overnight,1883
12/01/2020,fhv,Within CBD,1,Peak,2537
12/01/2020,green,Entering CBD,1,Overnight,375
12/01/2020,green,Within CBD,2,Overnight,1
12/01/2020,fhv,CBD-Null,2,Peak,2301
12/01/2020,fhv,Within CBD,2,Peak,150
12/01/2020,fhv,Entering CBD,2,Overnight,230
12/01/2020,green,Within CBD,1,Overnight,2
12/01/2020,fhv,CBD-Null,2,Overnight,1143
12/01/2020,fhv,Leaving CBD,2,Peak,612
12/01/2020,green,Leaving CBD,2,Overnight,13
01/01/2021,fhvhv,Within CBD,1,Peak,696309
01/01/2021,fhvhv,Within CBD,2,Peak,328482
01/01/2021,fhvhv,Entering CBD,2,Peak,190975
01/01/2021,fhvhv,Entering CBD,1,Peak,502672
01/01/2021,fhvhv,Within CBD,1,Overnight,131815
01/01/2021,fhvhv,Leaving CBD,2,Overnight,119261
01/01/2021,fhvhv,Entering CBD,1,Overnight,83077
01/01/2021,fhvhv,Leaving CBD,1,Peak,485655
01/01/2021,fhvhv,Entering CBD,2,Overnight,89304
01/01/2021,fhvhv,Leaving CBD,1,Overnight,137206
01/01/2021,fhvhv,Leaving CBD,2,Peak,201826
01/01/2021,fhvhv,Within CBD,2,Overnight,132561
01/01/2021,yellow,Leaving CBD,2,Overnight,11103
01/01/2021,yellow,Entering CBD,1,Overnight,7638
01/01/2021,yellow,CBD-Null,2,Overnight,196
01/01/2021,yellow,Within CBD,2,Overnight,19796
01/01/2021,yellow,Entering CBD,2,Peak,35617
01/01/2021,yellow,CBD-Null,1,Overnight,231
01/01/2021,yellow,Entering CBD,2,Overnight,6906
01/01/2021,yellow,CBD-Null,1,Peak,2274
01/01/2021,yellow,Leaving CBD,1,Peak,150689
01/01/2021,yellow,CBD-Null,2,Peak,682
01/01/2021,yellow,Within CBD,2,Peak,93378
01/01/2021,yellow,Leaving CBD,2,Peak,41612
01/01/2021,yellow,Within CBD,1,Peak,297698
01/01/2021,yellow,Entering CBD,1,Peak,126085
01/01/2021,yellow,Leaving CBD,1,Overnight,16451
01/01/2021,yellow,Within CBD,1,Overnight,24560
01/01/2021,fhv,Leaving CBD,1,Peak,7882
01/01/2021,fhv,Within CBD,1,Peak,2684
01/01/2021,green,Leaving CBD,2,Overnight,22
01/01/2021,green,Within CBD,2,Overnight,1
01/01/2021,green,Within CBD,1,Peak,69
01/01/2021,green,Entering CBD,1,Overnight,287
01/01/2021,green,Leaving CBD,1,Peak,596
01/01/2021,fhv,Leaving CBD,1,Overnight,762
01/01/2021,fhv,CBD-Null,1,Overnight,1789
01/01/2021,green,Entering CBD,1,Peak,3988
01/01/2021,fhv,CBD-Null,2,Overnight,1497
01/01/2021,green,Within CBD,1,Overnight,2
01/01/2021,fhv,CBD-Null,2,Peak,3005
01/01/2021,green,Leaving CBD,1,Overnight,7
01/01/2021,green,CBD-Null,1,Peak,1
01/01/2021,fhv,Within CBD,2,Overnight,49
01/01/2021,fhv,Entering CBD,1,Overnight,291
01/01/2021,green,Entering CBD,2,Peak,841
01/01/2021,green,Entering CBD,2,Overnight,251
01/01/2021,fhv,Entering CBD,1,Peak,7552
01/01/2021,green,Leaving CBD,2,Peak,57
01/01/2021,green,Within CBD,2,Peak,9
01/01/2021,fhv,CBD-Null,1,Peak,20315
01/01/2021,fhv,Entering CBD,2,Overnight,340
01/01/2021,fhv,Leaving CBD,2,Overnight,322
01/01/2021,fhv,Leaving CBD,2,Peak,679
01/01/2021,fhv,Entering CBD,2,Peak,593
01/01/2021,fhv,Within CBD,2,Peak,172
01/01/2021,fhv,Within CBD,1,Overnight,133
02/01/2021,fhvhv,Leaving CBD,2,Overnight,129700
02/01/2021,fhvhv,Entering CBD,2,Peak,186973
02/01/2021,fhvhv,Within CBD,1,Peak,727044
02/01/2021,fhvhv,Within CBD,2,Overnight,155923
02/01/2021,fhvhv,Entering CBD,1,Peak,503646
02/01/2021,fhvhv,Leaving CBD,1,Peak,491219
02/01/2021,fhvhv,Entering CBD,2,Overnight,86128
02/01/2021,fhvhv,Within CBD,2,Peak,338807
02/01/2021,fhvhv,Entering CBD,1,Overnight,76879
02/01/2021,fhvhv,Leaving CBD,2,Peak,186919
02/01/2021,fhvhv,Within CBD,1,Overnight,140795
02/01/2021,fhvhv,Leaving CBD,1,Overnight,140634
02/01/2021,yellow,CBD-Null,1,Peak,2292
02/01/2021,yellow,Leaving CBD,2,Peak,39795
02/01/2021,yellow,Within CBD,2,Overnight,25638
02/01/2021,yellow,Within CBD,1,Peak,301443
02/01/2021,yellow,CBD-Null,2,Overnight,214
02/01/2021,yellow,CBD-Null,2,Peak,597
02/01/2021,yellow,Leaving CBD,1,Overnight,18687
02/01/2021,yellow,Within CBD,2,Peak,94268
02/01/2021,yellow,Within CBD,1,Overnight,28487
02/01/2021,yellow,Leaving CBD,2,Overnight,14536
02/01/2021,yellow,Leaving CBD,1,Peak,149997
02/01/2021,yellow,Entering CBD,1,Overnight,7908
02/01/2021,yellow,Entering CBD,2,Overnight,7262
02/01/2021,yellow,Entering CBD,2,Peak,34068
02/01/2021,yellow,Entering CBD,1,Peak,125940
02/01/2021,yellow,CBD-Null,1,Overnight,260
02/01/2021,fhv,Within CBD,2,Overnight,58
02/01/2021,fhv,Entering CBD,1,Overnight,299
02/01/2021,fhv,CBD-Null,1,Overnight,1755
02/01/2021,fhv,Entering CBD,2,Peak,465
02/01/2021,green,Entering CBD,2,Peak,629
02/01/2021,fhv,CBD-Null,2,Overnight,1337
02/01/2021,fhv,Leaving CBD,2,Overnight,238
02/01/2021,green,Entering CBD,1,Peak,3239
02/01/2021,green,Within CBD,1,Peak,60
02/01/2021,green,Entering CBD,2,Overnight,210
02/01/2021,fhv,Leaving CBD,1,Overnight,688
02/01/2021,fhv,CBD-Null,1,Peak,19821
02/01/2021,green,Within CBD,2,Overnight,1
02/01/2021,green,Leaving CBD,1,Peak,581
02/01/2021,fhv,Leaving CBD,2,Peak,553
02/01/2021,fhv,Entering CBD,2,Overnight,273
02/01/2021,green,Entering CBD,1,Overnight,240
02/01/2021,fhv,Within CBD,1,Peak,2766
02/01/2021,fhv,CBD-Null,2,Peak,2579
02/01/2021,green,Leaving CBD,2,Overnight,12
02/01/2021,fhv,Within CBD,1,Overnight,135
02/01/2021,green,Within CBD,2,Peak,11
02/01/2021,green,Leaving CBD,1,Overnight,7
02/01/2021,fhv,Leaving CBD,1,Peak,6689
02/01/2021,green,Leaving CBD,2,Peak,53
02/01/2021,fhv,Entering CBD,1,Peak,6040
02/01/2021,fhv,Within CBD,2,Peak,204
03/01/2021,fhvhv,Entering CBD,2,Peak,206867
03/01/2021,fhvhv,Leaving CBD,2,Peak,210168
03/01/2021,fhvhv,Entering CBD,2,Overnight,98341
03/01/2021,fhvhv,Leaving CBD,1,Overnight,214947
03/01/2021,fhvhv,Leaving CBD,1,Peak,648174
03/01/2021,fhvhv,Within CBD,2,Overnight,181918
03/01/2021,fhvhv,Entering CBD,1,Peak,682749
03/01/2021,fhvhv,Within CBD,2,Peak,359597
03/01/2021,fhvhv,Within CBD,1,Peak,965541
03/01/2021,fhvhv,Leaving CBD,2,Overnight,158317
03/01/2021,fhvhv,Entering CBD,1,Overnight,109198
03/01/2021,fhvhv,Within CBD,1,Overnight,210697
03/01/2021,yellow,Within CBD,1,Peak,453925
03/01/2021,fhv,Entering CBD,2,Peak,459
03/01/2021,fhv,Entering CBD,1,Overnight,406
03/01/2021,yellow,Leaving CBD,1,Overnight,34080
03/01/2021,green,Leaving CBD,1,Peak,804
03/01/2021,green,Entering CBD,2,Overnight,218
03/01/2021,fhv,Leaving CBD,2,Overnight,288
03/01/2021,yellow,Within CBD,1,Overnight,53660
03/01/2021,yellow,Entering CBD,1,Overnight,13808
03/01/2021,fhv,Leaving CBD,1,Overnight,886
03/01/2021,green,Within CBD,1,Peak,85
03/01/2021,fhv,CBD-Null,1,Peak,25988
03/01/2021,fhv,Within CBD,1,Peak,3603
03/01/2021,green,Entering CBD,2,Peak,737
03/01/2021,fhv,Within CBD,1,Overnight,179
03/01/2021,yellow,Leaving CBD,2,Overnight,19476
03/01/2021,yellow,CBD-Null,1,Peak,3114
03/01/2021,green,Within CBD,1,Overnight,4
03/01/2021,yellow,CBD-Null,2,Peak,752
03/01/2021,yellow,Within CBD,2,Peak,116057
03/01/2021,green,Entering CBD,1,Peak,4263
03/01/2021,green,Leaving CBD,1,Overnight,11
03/01/2021,fhv,Entering CBD,1,Peak,8491
03/01/2021,fhv,Leaving CBD,2,Peak,638
03/01/2021,yellow,Within CBD,2,Overnight,35779
03/01/2021,green,Within CBD,2,Peak,3
03/01/2021,yellow,CBD-Null,1,Overnight,467
03/01/2021,green,CBD-Null,1,Peak,2
03/01/2021,yellow,Entering CBD,2,Peak,42790
03/01/2021,fhv,CBD-Null,2,Peak,2902
03/01/2021,fhv,Leaving CBD,1,Peak,9365
03/01/2021,fhv,Entering CBD,2,Overnight,303
03/01/2021,green,Leaving CBD,2,Peak,63
03/01/2021,fhv,Within CBD,2,Peak,173
03/01/2021,yellow,Leaving CBD,1,Peak,218738
03/01/2021,green,Within CBD,2,Overnight,1
03/01/2021,green,Leaving CBD,2,Overnight,20
03/01/2021,fhv,Within CBD,2,Overnight,76
03/01/2021,yellow,Leaving CBD,2,Peak,49043
03/01/2021,yellow,CBD-Null,2,Overnight,310
03/01/2021,fhv,CBD-Null,2,Overnight,1390
03/01/2021,yellow,Entering CBD,1,Peak,187491
03/01/2021,yellow,Entering CBD,2,Overnight,9254
03/01/2021,fhv,CBD-Null,1,Overnight,2301
03/01/2021,green,Entering CBD,1,Overnight,316
04/01/2021,fhvhv,Entering CBD,2,Peak,214083
04/01/2021,fhvhv,Entering CBD,2,Overnight,104919
04/01/2021,fhvhv,Within CBD,2,Overnight,207114
04/01/2021,fhvhv,Leaving CBD,2,Overnight,172519
04/01/2021,fhvhv,Entering CBD,1,Peak,692761
04/01/2021,fhvhv,Within CBD,2,Peak,377658
04/01/2021,fhvhv,Leaving CBD,2,Peak,217016
04/01/2021,fhvhv,Leaving CBD,1,Overnight,239528
04/01/2021,fhvhv,Leaving CBD,1,Peak,651199
04/01/2021,fhvhv,Within CBD,1,Peak,1018362
04/01/2021,fhvhv,Entering CBD,1,Overnight,120034
04/01/2021,fhvhv,Within CBD,1,Overnight,249714
04/01/2021,fhv,Leaving CBD,2,Overnight,279
04/01/2021,yellow,Entering CBD,2,Overnight,11337
04/01/2021,fhv,CBD-Null,2,Overnight,1501
04/01/2021,yellow,Within CBD,2,Peak,131449
04/01/2021,green,Within CBD,2,Peak,11
04/01/2021,fhv,Leaving CBD,1,Peak,10584
04/01/2021,green,Entering CBD,2,Peak,895
04/01/2021,green,Leaving CBD,2,Overnight,15
04/01/2021,green,Within CBD,1,Overnight,1
04/01/2021,green,Leaving CBD,1,Peak,689
04/01/2021,fhv,Within CBD,2,Peak,182
04/01/2021,yellow,CBD-Null,1,Peak,3902
04/01/2021,green,Within CBD,1,Peak,55
04/01/2021,green,Entering CBD,1,Peak,4469
04/01/2021,yellow,Leaving CBD,2,Peak,56215
04/01/2021,yellow,Entering CBD,2,Peak,51839
04/01/2021,green,Leaving CBD,2,Peak,89
04/01/2021,fhv,Within CBD,2,Overnight,59
04/01/2021,fhv,Within CBD,1,Peak,3265
04/01/2021,yellow,Entering CBD,1,Overnight,19722
04/01/2021,green,CBD-Null,2,Overnight,1
04/01/2021,fhv,Leaving CBD,2,Peak,719
04/01/2021,fhv,CBD-Null,1,Overnight,2306
04/01/2021,yellow,CBD-Null,1,Overnight,650
04/01/2021,yellow,Leaving CBD,2,Overnight,24825
04/01/2021,yellow,Within CBD,1,Overnight,73284
04/01/2021,green,Leaving CBD,1,Overnight,17
04/01/2021,fhv,Leaving CBD,1,Overnight,1003
04/01/2021,fhv,CBD-Null,2,Peak,2912
04/01/2021,yellow,Within CBD,2,Overnight,44046
04/01/2021,fhv,CBD-Null,1,Peak,24938
04/01/2021,fhv,Entering CBD,2,Overnight,312
04/01/2021,fhv,Entering CBD,1,Overnight,407
04/01/2021,fhv,Entering CBD,1,Peak,10144
04/01/2021,yellow,Entering CBD,1,Peak,214381
04/01/2021,fhv,Entering CBD,2,Peak,664
04/01/2021,yellow,Leaving CBD,1,Overnight,47042
04/01/2021,yellow,CBD-Null,2,Overnight,377
04/01/2021,green,Within CBD,2,Overnight,1
04/01/2021,yellow,CBD-Null,2,Peak,862
04/01/2021,green,Entering CBD,1,Overnight,298
04/01/2021,yellow,Leaving CBD,1,Peak,235882
04/01/2021,yellow,Within CBD,1,Peak,493075
04/01/2021,fhv,Within CBD,1,Overnight,186
04/01/2021,green,Entering CBD,2,Overnight,252
05/01/2021,fhvhv,Leaving CBD,2,Peak,280100
05/01/2021,fhvhv,Leaving CBD,1,Overnight,279643
05/01/2021,fhvhv,Within CBD,1,Peak,1003099
05/01/2021,fhvhv,Within CBD,2,Peak,498577
05/01/2021,fhvhv,Entering CBD,2,Peak,277546
05/01/2021,fhvhv,Entering CBD,1,Peak,665850
05/01/2021,fhvhv,Leaving CBD,2,Overnight,247047
05/01/2021,fhvhv,Entering CBD,1,Overnight,134637
05/01/2021,fhvhv,Leaving CBD,1,Peak,647869
05/01/2021,fhvhv,Within CBD,1,Overnight,284332
05/01/2021,fhvhv,Entering CBD,2,Overnight,145542
05/01/2021,fhvhv,Within CBD,2,Overnight,290183
05/01/2021,yellow,CBD-Null,1,Overnight,697
05/01/2021,yellow,Within CBD,1,Overnight,90349
05/01/2021,yellow,Within CBD,2,Peak,202345
05/01/2021,yellow,Leaving CBD,2,Peak,80982
05/01/2021,yellow,Entering CBD,1,Peak,231477
05/01/2021,yellow,CBD-Null,2,Overnight,575
05/01/2021,yellow,Within CBD,1,Peak,519769
05/01/2021,yellow,Leaving CBD,1,Overnight,59669
05/01/2021,yellow,CBD-Null,2,Peak,1242
05/01/2021,yellow,Leaving CBD,2,Overnight,43044
05/01/2021,yellow,Within CBD,2,Overnight,75762
05/01/2021,yellow,Leaving CBD,1,Peak,242897
05/01/2021,yellow,CBD-Null,1,Peak,3636
05/01/2021,yellow,Entering CBD,2,Overnight,18784
05/01/2021,yellow,Entering CBD,2,Peak,77302
05/01/2021,yellow,Entering CBD,1,Overnight,26131
05/01/2021,fhv,CBD-Null,2,Peak,3532
05/01/2021,fhv,Within CBD,2,Peak,308
05/01/2021,fhv,CBD-Null,1,Overnight,2307
05/01/2021,fhv,Entering CBD,2,Overnight,399
05/01/2021,green,Leaving CBD,2,Peak,137
05/01/2021,green,Within CBD,2,Peak,13
05/01/2021,green,Leaving CBD,1,Overnight,26
05/01/2021,fhv,Leaving CBD,1,Overnight,1009
05/01/2021,fhv,Entering CBD,1,Overnight,450
05/01/2021,green,Entering CBD,2,Overnight,414
05/01/2021,green,Entering CBD,1,Peak,4403
05/01/2021,green,Leaving CBD,1,Peak,615
05/01/2021,fhv,Leaving CBD,1,Peak,9281
05/01/2021,fhv,Within CBD,2,Overnight,84
05/01/2021,fhv,Entering CBD,2,Peak,917
05/01/2021,fhv,Entering CBD,1,Peak,9232
05/01/2021,green,Entering CBD,1,Overnight,356
05/01/2021,fhv,Within CBD,1,Peak,3189
05/01/2021,fhv,CBD-Null,2,Overnight,1798
05/01/2021,fhv,Leaving CBD,2,Overnight,392
05/01/2021,green,Within CBD,2,Overnight,5
05/01/2021,fhv,Within CBD,1,Overnight,205
05/01/2021,green,Within CBD,1,Overnight,3
05/01/2021,fhv,Leaving CBD,2,Peak,966
05/01/2021,green,Entering CBD,2,Peak,1272
05/01/2021,green,Within CBD,1,Peak,58
05/01/2021,fhv,CBD-Null,1,Peak,22682
05/01/2021,green,Leaving CBD,2,Overnight,30
06/01/2021,fhvhv,Within CBD,1,Peak,1195795
06/01/2021,fhvhv,Within CBD,1,Overnight,372511
06/01/2021,fhvhv,Entering CBD,1,Overnight,165896
06/01/2021,fhvhv,Entering CBD,2,Overnight,141874
06/01/2021,fhvhv,Leaving CBD,2,Peak,227887
06/01/2021,fhvhv,Entering CBD,1,Peak,744171
06/01/2021,fhvhv,Within CBD,2,Overnight,300047
06/01/2021,fhvhv,Entering CBD,2,Peak,230051
06/01/2021,fhvhv,Within CBD,2,Peak,393762
06/01/2021,fhvhv,Leaving CBD,1,Peak,701913
06/01/2021,fhvhv,Leaving CBD,1,Overnight,356896
06/01/2021,fhvhv,Leaving CBD,2,Overnight,254614
06/01/2021,yellow,Within CBD,1,Overnight,129086
06/01/2021,yellow,Within CBD,2,Overnight,92009
06/01/2021,yellow,Leaving CBD,1,Overnight,82635
06/01/2021,yellow,Within CBD,2,Peak,191027
06/01/2021,yellow,CBD-Null,2,Peak,1062
06/01/2021,yellow,Entering CBD,2,Overnight,20561
06/01/2021,yellow,Entering CBD,2,Peak,71351
06/01/2021,yellow,CBD-Null,1,Peak,4212
06/01/2021,yellow,CBD-Null,1,Overnight,1182
06/01/2021,yellow,Leaving CBD,2,Peak,74196
06/01/2021,yellow,Within CBD,1,Peak,652892
06/01/2021,yellow,Leaving CBD,2,Overnight,49438
06/01/2021,yellow,CBD-Null,2,Overnight,730
06/01/2021,yellow,Leaving CBD,1,Peak,282555
06/01/2021,yellow,Entering CBD,1,Overnight,36051
06/01/2021,yellow,Entering CBD,1,Peak,277874
06/01/2021,fhv,Leaving CBD,2,Peak,759
06/01/2021,fhv,Within CBD,2,Peak,142
06/01/2021,green,Within CBD,2,Overnight,2
06/01/2021,fhv,Within CBD,1,Overnight,335
06/01/2021,fhv,CBD-Null,1,Peak,26279
06/01/2021,fhv,Within CBD,2,Overnight,60
06/01/2021,fhv,Entering CBD,2,Overnight,319
06/01/2021,green,Entering CBD,2,Peak,1131
06/01/2021,fhv,CBD-Null,2,Peak,2811
06/01/2021,fhv,Entering CBD,2,Peak,637
06/01/2021,green,Entering CBD,1,Peak,5193
06/01/2021,green,Within CBD,2,Peak,19
06/01/2021,fhv,CBD-Null,1,Overnight,2662
06/01/2021,fhv,CBD-Null,2,Overnight,1618
06/01/2021,green,Entering CBD,2,Overnight,376
06/01/2021,green,Leaving CBD,2,Peak,139
06/01/2021,fhv,Within CBD,1,Peak,3720
06/01/2021,green,Within CBD,1,Overnight,1
06/01/2021,fhv,Leaving CBD,2,Overnight,316
06/01/2021,fhv,Entering CBD,1,Overnight,599
06/01/2021,green,Entering CBD,1,Overnight,434
06/01/2021,green,Leaving CBD,1,Overnight,42
06/01/2021,fhv,Leaving CBD,1,Overnight,1421
06/01/2021,green,Leaving CBD,2,Overnight,36
06/01/2021,green,Within CBD,1,Peak,62
06/01/2021,fhv,Entering CBD,1,Peak,9685
06/01/2021,fhv,Leaving CBD,1,Peak,9986
06/01/2021,green,Leaving CBD,1,Peak,688
07/01/2021,fhvhv,Entering CBD,1,Overnight,167895
07/01/2021,fhvhv,Leaving CBD,1,Peak,683509
07/01/2021,fhvhv,Leaving CBD,1,Overnight,349668
07/01/2021,fhvhv,Entering CBD,2,Overnight,151427
07/01/2021,fhvhv,Within CBD,1,Peak,1223429
07/01/2021,fhvhv,Leaving CBD,2,Peak,236443
07/01/2021,fhvhv,Entering CBD,2,Peak,235166
07/01/2021,fhvhv,Entering CBD,1,Peak,710335
07/01/2021,fhvhv,Within CBD,2,Peak,441280
07/01/2021,fhvhv,Leaving CBD,2,Overnight,261170
07/01/2021,fhvhv,Within CBD,2,Overnight,324688
07/01/2021,fhvhv,Within CBD,1,Overnight,396481
07/01/2021,yellow,Within CBD,1,Peak,682060
07/01/2021,yellow,CBD-Null,2,Overnight,820
07/01/2021,yellow,Entering CBD,2,Peak,74348
07/01/2021,yellow,Entering CBD,1,Peak,268046
07/01/2021,yellow,CBD-Null,1,Peak,5205
07/01/2021,yellow,Within CBD,2,Overnight,104678
07/01/2021,yellow,CBD-Null,1,Overnight,1373
07/01/2021,yellow,CBD-Null,2,Peak,1363
07/01/2021,yellow,Leaving CBD,1,Peak,272311
07/01/2021,yellow,Within CBD,1,Overnight,143740
07/01/2021,yellow,Entering CBD,1,Overnight,37015
07/01/2021,yellow,Leaving CBD,2,Overnight,54426
07/01/2021,yellow,Within CBD,2,Peak,212855
07/01/2021,yellow,Leaving CBD,1,Overnight,84901
07/01/2021,yellow,Entering CBD,2,Overnight,23004
07/01/2021,yellow,Leaving CBD,2,Peak,75630
07/01/2021,green,Within CBD,2,Overnight,2
07/01/2021,fhv,Within CBD,1,Overnight,385
07/01/2021,green,Leaving CBD,2,Overnight,24
07/01/2021,fhv,Entering CBD,1,Overnight,522
07/01/2021,fhv,Entering CBD,2,Peak,732
07/01/2021,fhv,CBD-Null,2,Peak,2855
07/01/2021,green,CBD-Null,2,Overnight,1
07/01/2021,green,Within CBD,1,Overnight,1
07/01/2021,fhv,Leaving CBD,2,Peak,738
07/01/2021,green,Within CBD,2,Peak,5
07/01/2021,fhv,Entering CBD,2,Overnight,377
07/01/2021,green,Entering CBD,1,Peak,4966
07/01/2021,fhv,CBD-Null,2,Overnight,1625
07/01/2021,green,CBD-Null,1,Peak,3
07/01/2021,fhv,Leaving CBD,1,Peak,8957
07/01/2021,green,Entering CBD,1,Overnight,502
07/01/2021,fhv,CBD-Null,1,Peak,23478
07/01/2021,fhv,Leaving CBD,1,Overnight,1618
07/01/2021,fhv,Within CBD,1,Peak,3429
07/01/2021,green,Within CBD,1,Peak,58
07/01/2021,green,Leaving CBD,1,Peak,664
07/01/2021,fhv,Within CBD,2,Peak,202
07/01/2021,green,Leaving CBD,2,Peak,138
07/01/2021,fhv,Entering CBD,1,Peak,8562
07/01/2021,fhv,Within CBD,2,Overnight,100
07/01/2021,fhv,Leaving CBD,2,Overnight,414
07/01/2021,green,Leaving CBD,1,Overnight,34
07/01/2021,fhv,CBD-Null,1,Overnight,2523
07/01/2021,green,Entering CBD,2,Peak,1195
07/01/2021,green,Entering CBD,2,Overnight,446
08/01/2021,fhvhv,Leaving CBD,1,Overnight,317275
08/01/2021,fhvhv,Entering CBD,2,Peak,226214
08/01/2021,fhvhv,Leaving CBD,2,Peak,232325
08/01/2021,fhvhv,Within CBD,2,Peak,422578
08/01/2021,fhvhv,Leaving CBD,2,Overnight,247878
08/01/2021,fhvhv,Entering CBD,2,Overnight,145116
08/01/2021,fhvhv,Within CBD,2,Overnight,301836
08/01/2021,fhvhv,Leaving CBD,1,Peak,669525
08/01/2021,fhvhv,Within CBD,1,Peak,1138626
08/01/2021,fhvhv,Entering CBD,1,Overnight,157501
08/01/2021,fhvhv,Entering CBD,1,Peak,693043
08/01/2021,fhvhv,Within CBD,1,Overnight,344501
08/01/2021,yellow,Entering CBD,1,Overnight,35400
08/01/2021,yellow,Within CBD,1,Overnight,142400
08/01/2021,yellow,CBD-Null,1,Peak,5741
08/01/2021,yellow,Within CBD,2,Overnight,105225
08/01/2021,yellow,Leaving CBD,2,Overnight,56669
08/01/2021,yellow,Leaving CBD,2,Peak,74757
08/01/2021,yellow,Entering CBD,2,Peak,70580
08/01/2021,yellow,Within CBD,1,Peak,671240
08/01/2021,yellow,Entering CBD,1,Peak,264352
08/01/2021,yellow,Leaving CBD,1,Overnight,83812
08/01/2021,yellow,Leaving CBD,1,Peak,274425
08/01/2021,yellow,CBD-Null,2,Peak,1582
08/01/2021,yellow,Entering CBD,2,Overnight,22971
08/01/2021,yellow,CBD-Null,2,Overnight,770
08/01/2021,yellow,CBD-Null,1,Overnight,1127
08/01/2021,yellow,Within CBD,2,Peak,202160
08/01/2021,fhv,Entering CBD,1,Overnight,637
08/01/2021,fhv,Within CBD,2,Peak,2200
08/01/2021,green,Entering CBD,2,Overnight,551
08/01/2021,green,Leaving CBD,1,Overnight,37
08/01/2021,fhv,CBD-Null,2,Peak,2753
08/01/2021,green,Leaving CBD,2,Peak,115
08/01/2021,fhv,Entering CBD,2,Peak,842
08/01/2021,fhv,Leaving CBD,1,Peak,9931
08/01/2021,green,Leaving CBD,2,Overnight,46
08/01/2021,fhv,Within CBD,2,Overnight,1093
08/01/2021,green,Within CBD,2,Peak,8
08/01/2021,green,Entering CBD,2,Peak,1161
08/01/2021,fhv,CBD-Null,2,Overnight,1514
08/01/2021,green,Within CBD,1,Peak,60
08/01/2021,green,CBD-Null,1,Peak,1
08/01/2021,fhv,CBD-Null,1,Peak,22432
08/01/2021,fhv,Within CBD,1,Peak,7905
08/01/2021,fhv,Within CBD,1,Overnight,2269
08/01/2021,green,Entering CBD,1,Peak,5170
08/01/2021,fhv,Leaving CBD,2,Peak,876
08/01/2021,green,Leaving CBD,1,Peak,719
08/01/2021,fhv,Leaving CBD,1,Overnight,1489
08/01/2021,green,Within CBD,2,Overnight,1
08/01/2021,green,Entering CBD,1,Overnight,576
08/01/2021,fhv,CBD-Null,1,Overnight,2397
08/01/2021,fhv,Entering CBD,1,Peak,9111
08/01/2021,fhv,Entering CBD,2,Overnight,460
08/01/2021,fhv,Leaving CBD,2,Overnight,629
09/01/2021,fhvhv,Entering CBD,1,Overnight,177158
09/01/2021,fhvhv,Entering CBD,2,Overnight,153433
09/01/2021,fhvhv,Leaving CBD,2,Overnight,265039
09/01/2021,fhvhv,Entering CBD,1,Peak,755075
09/01/2021,fhvhv,Within CBD,1,Peak,1274541
09/01/2021,fhvhv,Leaving CBD,1,Peak,761776
09/01/2021,fhvhv,Within CBD,2,Peak,435047
09/01/2021,fhvhv,Within CBD,1,Overnight,422609
09/01/2021,fhvhv,Entering CBD,2,Peak,239400
09/01/2021,fhvhv,Leaving CBD,2,Peak,250947
