Month,Service Type,CBD Relation,Day Type,Time Period,Trips
07/01/2022,yellow,Within CBD,1,Overnight,178400
07/01/2022,yellow,CBD-Null,2,Overnight,976
07/01/2022,fhv,Within CBD,1,Overnight,4895
07/01/2022,fhv,Entering CBD,2,Peak,3141
07/01/2022,green,Within CBD,2,Peak,5
07/01/2022,green,Leaving CBD,2,Peak,15
07/01/2022,fhv,Entering CBD,2,Overnight,1145
07/01/2022,fhv,Leaving CBD,1,Peak,20826
07/01/2022,fhv,CBD-Null,2,Peak,3121
07/01/2022,yellow,Within CBD,2,Peak,263514
07/01/2022,fhv,Entering CBD,1,Peak,14900
07/01/2022,fhv,Within CBD,2,Peak,4231
07/01/2022,yellow,CBD-Null,1,Overnight,1538
07/01/2022,fhv,CBD-Null,1,Peak,21190
07/01/2022,yellow,CBD-Null,2,Peak,2778
07/01/2022,green,Entering CBD,1,Peak,4475
07/01/2022,yellow,Leaving CBD,1,Peak,293588
07/01/2022,green,Within CBD,1,Peak,11
07/01/2022,green,Leaving CBD,2,Overnight,12
07/01/2022,fhv,Within CBD,2,Overnight,2216
07/01/2022,yellow,Within CBD,2,Overnight,140212
07/01/2022,fhv,CBD-Null,1,Overnight,2444
07/01/2022,green,Entering CBD,2,Overnight,570
07/01/2022,yellow,Entering CBD,1,Peak,296802
07/01/2022,green,Entering CBD,1,Overnight,619
07/01/2022,green,Within CBD,1,Overnight,5
07/01/2022,fhv,Leaving CBD,1,Overnight,4986
07/01/2022,fhv,Within CBD,1,Peak,14094
07/01/2022,yellow,CBD-Null,1,Peak,7934
07/01/2022,yellow,Leaving CBD,2,Peak,96513
07/01/2022,fhv,Leaving CBD,2,Overnight,1719
07/01/2022,yellow,Leaving CBD,1,Overnight,109846
07/01/2022,yellow,Entering CBD,2,Overnight,31580
07/01/2022,green,Leaving CBD,1,Peak,58
07/01/2022,fhv,Leaving CBD,2,Peak,3558
07/01/2022,fhv,CBD-Null,2,Overnight,1708
07/01/2022,yellow,Entering CBD,2,Peak,99521
08/01/2022,fhvhv,Entering CBD,1,Peak,894200
08/01/2022,fhvhv,Leaving CBD,1,Overnight,483660
08/01/2022,fhvhv,Entering CBD,2,Overnight,165896
08/01/2022,fhvhv,Leaving CBD,2,Overnight,296560
08/01/2022,fhvhv,Within CBD,2,Overnight,318577
08/01/2022,fhvhv,Entering CBD,2,Peak,267981
08/01/2022,fhvhv,Entering CBD,1,Overnight,208652
08/01/2022,fhvhv,Leaving CBD,2,Peak,280007
08/01/2022,fhvhv,Leaving CBD,1,Peak,919199
08/01/2022,fhvhv,Within CBD,1,Peak,1569405
08/01/2022,fhvhv,Within CBD,2,Peak,468968
08/01/2022,fhvhv,Within CBD,1,Overnight,492300
08/01/2022,yellow,Within CBD,1,Peak,788926
08/01/2022,yellow,Within CBD,1,Overnight,186260
08/01/2022,yellow,Leaving CBD,1,Peak,314266
08/01/2022,yellow,Entering CBD,1,Overnight,45861
08/01/2022,yellow,Entering CBD,2,Overnight,24566
08/01/2022,yellow,Leaving CBD,2,Overnight,62790
08/01/2022,yellow,CBD-Null,1,Peak,9838
08/01/2022,yellow,Leaving CBD,1,Overnight,114137
08/01/2022,yellow,Within CBD,2,Overnight,119633
08/01/2022,yellow,CBD-Null,1,Overnight,2095
08/01/2022,yellow,Entering CBD,1,Peak,313367
08/01/2022,green,Entering CBD,1,Overnight,746
08/01/2022,fhv,Entering CBD,2,Overnight,1013
08/01/2022,fhv,CBD-Null,1,Peak,22827
08/01/2022,fhv,CBD-Null,1,Overnight,2398
08/01/2022,yellow,Entering CBD,2,Peak,78060
08/01/2022,fhv,CBD-Null,2,Peak,2539
08/01/2022,green,Within CBD,2,Overnight,3
08/01/2022,fhv,Entering CBD,1,Overnight,1674
08/01/2022,fhv,Leaving CBD,2,Overnight,1559
08/01/2022,green,CBD-Null,1,Peak,3
08/01/2022,yellow,Within CBD,2,Peak,212795
08/01/2022,fhv,Within CBD,1,Overnight,4120
08/01/2022,fhv,Entering CBD,1,Peak,15904
08/01/2022,green,Leaving CBD,1,Overnight,12
08/01/2022,fhv,Within CBD,1,Peak,13549
08/01/2022,fhv,Leaving CBD,1,Overnight,4949
08/01/2022,green,Leaving CBD,1,Peak,53
08/01/2022,fhv,Within CBD,2,Peak,3300
08/01/2022,yellow,CBD-Null,2,Peak,2347
08/01/2022,green,Within CBD,2,Peak,2
08/01/2022,green,Leaving CBD,2,Peak,16
08/01/2022,fhv,Entering CBD,2,Peak,2749
08/01/2022,fhv,CBD-Null,2,Overnight,1292
08/01/2022,fhv,Within CBD,2,Overnight,1655
08/01/2022,green,Within CBD,1,Overnight,2
08/01/2022,yellow,CBD-Null,2,Overnight,1030
08/01/2022,green,CBD-Null,2,Overnight,1
08/01/2022,green,Leaving CBD,2,Overnight,16
08/01/2022,fhv,Leaving CBD,2,Peak,2959
08/01/2022,fhv,Leaving CBD,1,Peak,22054
08/01/2022,yellow,Leaving CBD,2,Peak,78927
08/01/2022,green,Entering CBD,1,Peak,4792
08/01/2022,green,Within CBD,1,Peak,10
08/01/2022,green,Entering CBD,2,Overnight,495
08/01/2022,green,Entering CBD,2,Peak,1020
09/01/2022,fhvhv,Entering CBD,2,Peak,292767
09/01/2022,fhvhv,Within CBD,2,Overnight,390091
09/01/2022,fhvhv,Within CBD,1,Overnight,567452
09/01/2022,fhvhv,Leaving CBD,1,Peak,961885
09/01/2022,fhvhv,Entering CBD,1,Peak,922984
09/01/2022,fhvhv,Leaving CBD,2,Peak,309804
09/01/2022,fhvhv,Within CBD,2,Peak,536157
09/01/2022,fhvhv,Within CBD,1,Peak,1617384
09/01/2022,fhvhv,Leaving CBD,2,Overnight,332602
09/01/2022,fhvhv,Entering CBD,2,Overnight,183206
09/01/2022,fhvhv,Leaving CBD,1,Overnight,544276
09/01/2022,fhvhv,Entering CBD,1,Overnight,233347
09/01/2022,yellow,CBD-Null,2,Peak,2450
09/01/2022,fhv,Leaving CBD,1,Overnight,5711
09/01/2022,yellow,Entering CBD,2,Peak,70731
09/01/2022,green,Within CBD,2,Overnight,2
09/01/2022,yellow,Within CBD,2,Peak,184791
09/01/2022,green,Entering CBD,1,Overnight,985
09/01/2022,yellow,Entering CBD,1,Overnight,55851
09/01/2022,yellow,Within CBD,1,Overnight,206035
09/01/2022,green,Within CBD,1,Overnight,7
09/01/2022,yellow,Within CBD,2,Overnight,106584
09/01/2022,green,Entering CBD,1,Peak,4278
09/01/2022,yellow,Leaving CBD,2,Overnight,58476
09/01/2022,fhv,CBD-Null,1,Peak,19675
09/01/2022,green,Within CBD,2,Peak,6
09/01/2022,fhv,CBD-Null,2,Peak,2307
09/01/2022,green,Leaving CBD,2,Overnight,16
09/01/2022,green,Leaving CBD,1,Overnight,12
09/01/2022,yellow,CBD-Null,2,Overnight,1155
09/01/2022,fhv,Within CBD,2,Overnight,1897
09/01/2022,fhv,Entering CBD,2,Overnight,1148
09/01/2022,yellow,Leaving CBD,1,Overnight,130072
09/01/2022,fhv,CBD-Null,2,Overnight,1146
09/01/2022,yellow,Within CBD,1,Peak,759837
09/01/2022,fhv,Within CBD,1,Peak,13377
09/01/2022,yellow,Leaving CBD,2,Peak,70655
09/01/2022,fhv,Within CBD,1,Overnight,4136
09/01/2022,fhv,Within CBD,2,Peak,3382
09/01/2022,green,Leaving CBD,2,Peak,8
09/01/2022,fhv,Entering CBD,1,Peak,16180
09/01/2022,fhv,Leaving CBD,1,Peak,21046
09/01/2022,yellow,CBD-Null,1,Overnight,3001
09/01/2022,green,Within CBD,1,Peak,5
09/01/2022,yellow,Entering CBD,2,Overnight,22931
09/01/2022,fhv,Leaving CBD,2,Peak,2934
09/01/2022,yellow,Leaving CBD,1,Peak,310748
09/01/2022,green,Leaving CBD,1,Peak,56
09/01/2022,fhv,CBD-Null,1,Overnight,2207
09/01/2022,yellow,Entering CBD,1,Peak,321549
09/01/2022,fhv,Leaving CBD,2,Overnight,1679
09/01/2022,green,Entering CBD,2,Overnight,582
09/01/2022,green,CBD-Null,1,Peak,1
09/01/2022,fhv,Entering CBD,2,Peak,2814
09/01/2022,fhv,Entering CBD,1,Overnight,2023
09/01/2022,green,Entering CBD,2,Peak,1140
09/01/2022,yellow,CBD-Null,1,Peak,10845
10/01/2022,fhvhv,Leaving CBD,1,Peak,962533
10/01/2022,fhvhv,Leaving CBD,2,Peak,408701
10/01/2022,fhvhv,Within CBD,1,Overnight,555177
10/01/2022,fhvhv,Entering CBD,1,Overnight,219322
10/01/2022,fhvhv,Leaving CBD,2,Overnight,459697
10/01/2022,fhvhv,Within CBD,1,Peak,1637869
10/01/2022,fhvhv,Entering CBD,2,Peak,384741
10/01/2022,fhvhv,Entering CBD,2,Overnight,254827
10/01/2022,fhvhv,Leaving CBD,1,Overnight,526323
10/01/2022,fhvhv,Within CBD,2,Overnight,532041
10/01/2022,fhvhv,Entering CBD,1,Peak,897498
10/01/2022,fhvhv,Within CBD,2,Peak,714824
10/01/2022,yellow,Entering CBD,1,Overnight,56757
10/01/2022,yellow,CBD-Null,2,Peak,3957
10/01/2022,yellow,Entering CBD,2,Overnight,41069
10/01/2022,yellow,Leaving CBD,1,Peak,328698
10/01/2022,yellow,Within CBD,2,Overnight,173591
10/01/2022,yellow,Leaving CBD,1,Overnight,123236
10/01/2022,yellow,Entering CBD,2,Peak,121816
10/01/2022,yellow,Within CBD,1,Overnight,189693
10/01/2022,yellow,Leaving CBD,2,Peak,119557
10/01/2022,yellow,CBD-Null,2,Overnight,1969
10/01/2022,yellow,Leaving CBD,2,Overnight,97372
10/01/2022,yellow,CBD-Null,1,Peak,11757
10/01/2022,yellow,Entering CBD,1,Peak,334678
10/01/2022,yellow,CBD-Null,1,Overnight,2900
10/01/2022,yellow,Within CBD,1,Peak,768646
10/01/2022,yellow,Within CBD,2,Peak,289568
10/01/2022,green,Entering CBD,2,Peak,1421
10/01/2022,green,Leaving CBD,2,Peak,11
10/01/2022,fhv,Entering CBD,2,Overnight,1415
10/01/2022,green,Within CBD,1,Overnight,2
10/01/2022,green,Leaving CBD,1,Peak,29
10/01/2022,green,Entering CBD,1,Overnight,576
10/01/2022,green,Entering CBD,1,Peak,3986
10/01/2022,fhv,CBD-Null,1,Overnight,2040
10/01/2022,fhv,Leaving CBD,1,Overnight,5374
10/01/2022,green,CBD-Null,1,Peak,2
10/01/2022,fhv,Leaving CBD,1,Peak,21772
10/01/2022,fhv,Leaving CBD,2,Overnight,2148
10/01/2022,fhv,Entering CBD,1,Overnight,1874
10/01/2022,fhv,Entering CBD,2,Peak,3575
10/01/2022,fhv,CBD-Null,2,Overnight,1460
10/01/2022,green,Within CBD,2,Overnight,2
10/01/2022,fhv,Within CBD,1,Peak,13018
10/01/2022,green,Within CBD,1,Peak,3
10/01/2022,green,Leaving CBD,1,Overnight,8
10/01/2022,fhv,Within CBD,2,Overnight,2233
10/01/2022,fhv,CBD-Null,1,Peak,18355
10/01/2022,fhv,Within CBD,1,Overnight,4099
10/01/2022,green,Entering CBD,2,Overnight,623
10/01/2022,green,Leaving CBD,2,Overnight,3
10/01/2022,fhv,Entering CBD,1,Peak,15653
10/01/2022,green,CBD-Null,2,Peak,2
10/01/2022,fhv,Leaving CBD,2,Peak,3786
10/01/2022,green,Within CBD,2,Peak,4
10/01/2022,fhv,Within CBD,2,Peak,4622
10/01/2022,fhv,CBD-Null,2,Peak,2897
11/01/2022,fhvhv,Entering CBD,1,Peak,909318
11/01/2022,fhvhv,Leaving CBD,2,Peak,321530
11/01/2022,fhvhv,Within CBD,2,Peak,565296
11/01/2022,fhvhv,Leaving CBD,1,Peak,981266
11/01/2022,fhvhv,Within CBD,1,Overnight,518327
11/01/2022,fhvhv,Within CBD,2,Overnight,359114
11/01/2022,fhvhv,Within CBD,1,Peak,1624746
11/01/2022,fhvhv,Leaving CBD,1,Overnight,525243
11/01/2022,fhvhv,Entering CBD,1,Overnight,211587
11/01/2022,fhvhv,Entering CBD,2,Overnight,172418
11/01/2022,fhvhv,Leaving CBD,2,Overnight,328716
11/01/2022,fhvhv,Entering CBD,2,Peak,304285
11/01/2022,yellow,Within CBD,1,Peak,718845
11/01/2022,green,Entering CBD,1,Peak,3940
11/01/2022,fhv,Leaving CBD,1,Overnight,3850
11/01/2022,fhv,Entering CBD,1,Overnight,1208
11/01/2022,fhv,Leaving CBD,2,Overnight,869
11/01/2022,yellow,Entering CBD,2,Peak,93691
11/01/2022,green,Leaving CBD,2,Overnight,2
11/01/2022,yellow,Leaving CBD,2,Peak,92069
11/01/2022,green,Entering CBD,2,Overnight,392
11/01/2022,green,Leaving CBD,2,Peak,4
11/01/2022,fhv,Entering CBD,2,Peak,1261
11/01/2022,fhv,CBD-Null,2,Overnight,1272
11/01/2022,yellow,CBD-Null,2,Overnight,1399
11/01/2022,fhv,Within CBD,2,Peak,267
11/01/2022,green,Entering CBD,1,Overnight,494
11/01/2022,fhv,Entering CBD,1,Peak,11488
11/01/2022,green,Within CBD,2,Peak,3
11/01/2022,yellow,Entering CBD,1,Overnight,52700
11/01/2022,yellow,Leaving CBD,1,Overnight,117835
11/01/2022,green,Within CBD,1,Peak,5
11/01/2022,fhv,Entering CBD,2,Overnight,559
11/01/2022,yellow,Entering CBD,1,Peak,319718
11/01/2022,fhv,CBD-Null,2,Peak,2433
11/01/2022,fhv,Within CBD,2,Overnight,124
11/01/2022,yellow,Within CBD,2,Overnight,118920
11/01/2022,fhv,Leaving CBD,2,Peak,1460
11/01/2022,yellow,CBD-Null,1,Peak,11398
11/01/2022,yellow,Entering CBD,2,Overnight,29037
11/01/2022,fhv,Within CBD,1,Peak,3970
11/01/2022,yellow,CBD-Null,2,Peak,3456
11/01/2022,yellow,Within CBD,2,Peak,223205
11/01/2022,yellow,Within CBD,1,Overnight,178137
11/01/2022,yellow,CBD-Null,1,Overnight,2881
11/01/2022,green,Within CBD,1,Overnight,3
11/01/2022,fhv,CBD-Null,1,Overnight,2217
11/01/2022,yellow,Leaving CBD,2,Overnight,68049
11/01/2022,green,Entering CBD,2,Peak,927
11/01/2022,fhv,CBD-Null,1,Peak,23276
11/01/2022,yellow,Leaving CBD,1,Peak,313391
11/01/2022,green,Leaving CBD,1,Overnight,3
11/01/2022,green,Leaving CBD,1,Peak,27
11/01/2022,fhv,Leaving CBD,1,Peak,16479
11/01/2022,fhv,Within CBD,1,Overnight,680
12/01/2022,fhvhv,Leaving CBD,1,Peak,991697
12/01/2022,fhvhv,Entering CBD,2,Peak,330027
12/01/2022,fhvhv,Within CBD,1,Overnight,582653
12/01/2022,fhvhv,Entering CBD,1,Overnight,212986
12/01/2022,fhvhv,Within CBD,1,Peak,1725892
12/01/2022,fhvhv,Within CBD,2,Peak,669359
12/01/2022,fhvhv,Leaving CBD,2,Overnight,360146
12/01/2022,fhvhv,Entering CBD,2,Overnight,188298
12/01/2022,fhvhv,Entering CBD,1,Peak,918670
12/01/2022,fhvhv,Leaving CBD,2,Peak,344057
12/01/2022,fhvhv,Leaving CBD,1,Overnight,596725
12/01/2022,fhvhv,Within CBD,2,Overnight,412357
12/01/2022,yellow,Leaving CBD,2,Overnight,72167
12/01/2022,yellow,Entering CBD,1,Peak,321094
12/01/2022,yellow,Within CBD,2,Peak,238870
12/01/2022,yellow,Leaving CBD,1,Peak,302801
12/01/2022,yellow,Entering CBD,2,Overnight,31152
12/01/2022,yellow,Within CBD,1,Overnight,195628
12/01/2022,yellow,Leaving CBD,1,Overnight,127494
12/01/2022,yellow,Leaving CBD,2,Peak,92041
12/01/2022,yellow,CBD-Null,2,Peak,3628
12/01/2022,yellow,Within CBD,1,Peak,745714
12/01/2022,yellow,Entering CBD,1,Overnight,54759
12/01/2022,yellow,CBD-Null,2,Overnight,1670
12/01/2022,yellow,CBD-Null,1,Overnight,3378
12/01/2022,yellow,Entering CBD,2,Peak,98553
12/01/2022,yellow,CBD-Null,1,Peak,13159
12/01/2022,yellow,Within CBD,2,Overnight,124595
12/01/2022,green,Leaving CBD,1,Peak,46
12/01/2022,fhv,Entering CBD,2,Overnight,1523
12/01/2022,green,CBD-Null,1,Peak,2
12/01/2022,green,Leaving CBD,1,Overnight,9
12/01/2022,green,Within CBD,2,Peak,1
12/01/2022,fhv,CBD-Null,1,Peak,23202
12/01/2022,fhv,Leaving CBD,2,Peak,3750
12/01/2022,fhv,Entering CBD,2,Peak,3953
12/01/2022,fhv,Within CBD,2,Overnight,1831
12/01/2022,green,Leaving CBD,2,Overnight,7
12/01/2022,fhv,CBD-Null,1,Overnight,2241
12/01/2022,fhv,Leaving CBD,1,Overnight,7149
12/01/2022,green,Entering CBD,1,Overnight,516
12/01/2022,fhv,Entering CBD,1,Peak,16568
12/01/2022,green,Within CBD,2,Overnight,1
12/01/2022,green,Entering CBD,2,Overnight,444
12/01/2022,green,Entering CBD,1,Peak,4170
12/01/2022,fhv,Within CBD,2,Peak,4838
12/01/2022,fhv,Within CBD,1,Peak,14373
12/01/2022,fhv,Entering CBD,1,Overnight,2817
12/01/2022,green,Within CBD,1,Peak,5
12/01/2022,fhv,CBD-Null,2,Overnight,1422
12/01/2022,fhv,Leaving CBD,2,Overnight,2250
12/01/2022,fhv,CBD-Null,2,Peak,3056
12/01/2022,green,Leaving CBD,2,Peak,4
12/01/2022,fhv,Leaving CBD,1,Peak,20395
12/01/2022,green,Entering CBD,2,Peak,1165
12/01/2022,fhv,Within CBD,1,Overnight,4268
12/01/2022,green,Within CBD,1,Overnight,1
01/01/2023,fhvhv,Within CBD,2,Peak,616189
01/01/2023,fhvhv,Within CBD,1,Overnight,472775
01/01/2023,fhvhv,Within CBD,2,Overnight,433524
01/01/2023,fhvhv,Leaving CBD,2,Overnight,378497
01/01/2023,fhvhv,Entering CBD,2,Overnight,195662
01/01/2023,fhvhv,Within CBD,1,Peak,1582808
01/01/2023,fhvhv,Entering CBD,2,Peak,330471
01/01/2023,fhvhv,Leaving CBD,2,Peak,329503
01/01/2023,fhvhv,Entering CBD,1,Overnight,187932
01/01/2023,fhvhv,Entering CBD,1,Peak,867018
01/01/2023,fhvhv,Leaving CBD,1,Peak,913597
01/01/2023,fhvhv,Leaving CBD,1,Overnight,463381
01/01/2023,fhv,Within CBD,2,Peak,4241
01/01/2023,green,Within CBD,2,Peak,4
01/01/2023,fhv,CBD-Null,2,Overnight,1405
01/01/2023,fhv,Leaving CBD,1,Peak,16987
01/01/2023,yellow,Entering CBD,1,Peak,278707
01/01/2023,fhv,Leaving CBD,2,Peak,2922
01/01/2023,yellow,Within CBD,2,Overnight,145657
01/01/2023,fhv,Leaving CBD,1,Overnight,4933
01/01/2023,yellow,Within CBD,2,Peak,225037
01/01/2023,yellow,Within CBD,1,Peak,681081
01/01/2023,fhv,CBD-Null,1,Overnight,2125
01/01/2023,yellow,CBD-Null,1,Overnight,2077
01/01/2023,yellow,Entering CBD,2,Overnight,27229
01/01/2023,fhv,Within CBD,1,Overnight,3527
01/01/2023,green,Leaving CBD,2,Peak,5
01/01/2023,fhv,Within CBD,2,Overnight,2148
01/01/2023,green,CBD-Null,1,Peak,1
01/01/2023,green,Leaving CBD,2,Overnight,3
01/01/2023,fhv,Entering CBD,2,Peak,2955
01/01/2023,yellow,Leaving CBD,1,Peak,281990
01/01/2023,yellow,Leaving CBD,1,Overnight,94040
01/01/2023,yellow,CBD-Null,2,Overnight,1339
01/01/2023,green,Within CBD,1,Overnight,1
01/01/2023,fhv,CBD-Null,1,Peak,24856
01/01/2023,green,Entering CBD,1,Peak,3760
01/01/2023,yellow,Within CBD,1,Overnight,154642
01/01/2023,yellow,Entering CBD,2,Peak,86720
01/01/2023,yellow,Entering CBD,1,Overnight,40800
01/01/2023,green,Within CBD,1,Peak,6
01/01/2023,fhv,CBD-Null,2,Peak,2723
01/01/2023,green,Entering CBD,2,Peak,984
01/01/2023,fhv,Entering CBD,2,Overnight,1197
01/01/2023,fhv,Entering CBD,1,Peak,12525
01/01/2023,fhv,Entering CBD,1,Overnight,1872
01/01/2023,green,Entering CBD,1,Overnight,427
01/01/2023,fhv,Within CBD,1,Peak,12002
01/01/2023,yellow,Leaving CBD,2,Peak,85649
01/01/2023,yellow,Leaving CBD,2,Overnight,73607
01/01/2023,yellow,CBD-Null,2,Peak,3202
01/01/2023,green,Entering CBD,2,Overnight,521
01/01/2023,fhv,Leaving CBD,2,Overnight,1876
01/01/2023,green,Leaving CBD,1,Peak,22
01/01/2023,yellow,CBD-Null,1,Peak,9775
01/01/2023,green,Leaving CBD,1,Overnight,9
02/01/2023,fhvhv,Within CBD,1,Peak,1588400
02/01/2023,fhvhv,Within CBD,2,Peak,619498
02/01/2023,fhvhv,Leaving CBD,1,Peak,900163
02/01/2023,fhvhv,Entering CBD,1,Overnight,188080
02/01/2023,fhvhv,Within CBD,2,Overnight,430379
02/01/2023,fhvhv,Entering CBD,2,Peak,313710
02/01/2023,fhvhv,Leaving CBD,2,Peak,315107
02/01/2023,fhvhv,Leaving CBD,1,Overnight,484607
02/01/2023,fhvhv,Entering CBD,1,Peak,844993
02/01/2023,fhvhv,Within CBD,1,Overnight,504201
02/01/2023,fhvhv,Entering CBD,2,Overnight,187315
02/01/2023,fhvhv,Leaving CBD,2,Overnight,347802
02/01/2023,green,Entering CBD,2,Peak,930
02/01/2023,yellow,Leaving CBD,1,Peak,274396
02/01/2023,green,Leaving CBD,1,Overnight,2
02/01/2023,fhv,Leaving CBD,2,Peak,2843
02/01/2023,fhv,CBD-Null,1,Overnight,2144
02/01/2023,fhv,Within CBD,2,Peak,5076
02/01/2023,fhv,Entering CBD,1,Peak,13066
02/01/2023,fhv,Entering CBD,2,Peak,2975
02/01/2023,yellow,CBD-Null,1,Peak,7382
02/01/2023,green,Within CBD,2,Peak,1
02/01/2023,yellow,Entering CBD,1,Overnight,38348
02/01/2023,yellow,Entering CBD,1,Peak,265704
02/01/2023,fhv,Leaving CBD,2,Overnight,1843
02/01/2023,fhv,Leaving CBD,1,Peak,16680
02/01/2023,green,Leaving CBD,2,Peak,1
02/01/2023,yellow,Leaving CBD,1,Overnight,97964
02/01/2023,green,Entering CBD,2,Overnight,438
02/01/2023,green,Entering CBD,1,Peak,3842
02/01/2023,yellow,Within CBD,2,Overnight,133645
02/01/2023,yellow,Entering CBD,2,Overnight,23412
02/01/2023,green,Within CBD,1,Peak,5
02/01/2023,yellow,Leaving CBD,2,Peak,77465
02/01/2023,yellow,Entering CBD,2,Peak,77757
02/01/2023,green,Leaving CBD,1,Peak,32
02/01/2023,fhv,Within CBD,1,Peak,13678
02/01/2023,yellow,Within CBD,1,Overnight,166488
02/01/2023,fhv,Leaving CBD,1,Overnight,5253
02/01/2023,yellow,Within CBD,2,Peak,214660
02/01/2023,green,Entering CBD,1,Overnight,484
02/01/2023,fhv,CBD-Null,1,Peak,26849
02/01/2023,fhv,CBD-Null,2,Peak,2902
02/01/2023,fhv,Within CBD,1,Overnight,4877
02/01/2023,fhv,Entering CBD,2,Overnight,1434
02/01/2023,fhv,CBD-Null,2,Overnight,1446
02/01/2023,fhv,Entering CBD,1,Overnight,2264
02/01/2023,yellow,CBD-Null,1,Overnight,1489
02/01/2023,yellow,Leaving CBD,2,Overnight,62414
02/01/2023,yellow,CBD-Null,2,Overnight,1165
02/01/2023,yellow,Within CBD,1,Peak,677714
02/01/2023,yellow,CBD-Null,2,Peak,2503
02/01/2023,fhv,Within CBD,2,Overnight,2725
03/01/2023,fhvhv,Entering CBD,1,Overnight,232198
03/01/2023,fhvhv,Leaving CBD,1,Peak,1061849
03/01/2023,fhvhv,Within CBD,2,Peak,573599
03/01/2023,fhvhv,Leaving CBD,1,Overnight,584491
03/01/2023,fhvhv,Entering CBD,1,Peak,987661
03/01/2023,fhvhv,Leaving CBD,2,Peak,319412
03/01/2023,fhvhv,Leaving CBD,2,Overnight,357426
03/01/2023,fhvhv,Entering CBD,2,Overnight,191566
03/01/2023,fhvhv,Within CBD,1,Overnight,597413
03/01/2023,fhvhv,Entering CBD,2,Peak,313734
03/01/2023,fhvhv,Within CBD,2,Overnight,402101
03/01/2023,fhvhv,Within CBD,1,Peak,1794717
03/01/2023,yellow,Within CBD,1,Peak,817059
03/01/2023,yellow,Entering CBD,1,Peak,324254
03/01/2023,yellow,Leaving CBD,2,Peak,84639
03/01/2023,yellow,Leaving CBD,1,Overnight,121327
03/01/2023,yellow,Leaving CBD,1,Peak,323484
03/01/2023,yellow,Entering CBD,2,Overnight,26139
03/01/2023,yellow,Within CBD,2,Overnight,138566
03/01/2023,yellow,CBD-Null,1,Peak,3866
03/01/2023,yellow,Entering CBD,2,Peak,86550
03/01/2023,yellow,CBD-Null,1,Overnight,963
03/01/2023,yellow,Within CBD,1,Overnight,207852
03/01/2023,yellow,Within CBD,2,Peak,228596
03/01/2023,yellow,CBD-Null,2,Overnight,638
03/01/2023,yellow,Entering CBD,1,Overnight,52217
03/01/2023,yellow,Leaving CBD,2,Overnight,67858
03/01/2023,yellow,CBD-Null,2,Peak,1087
03/01/2023,green,Leaving CBD,1,Overnight,2
03/01/2023,green,Within CBD,1,Overnight,2
03/01/2023,green,Within CBD,1,Peak,1
03/01/2023,fhv,CBD-Null,1,Overnight,2705
03/01/2023,fhv,Entering CBD,1,Overnight,3134
03/01/2023,fhv,Entering CBD,2,Overnight,1709
03/01/2023,green,Leaving CBD,2,Overnight,2
03/01/2023,green,Leaving CBD,1,Peak,29
03/01/2023,green,Within CBD,2,Overnight,1
03/01/2023,fhv,Leaving CBD,2,Overnight,2444
03/01/2023,green,Entering CBD,1,Overnight,547
03/01/2023,fhv,Within CBD,1,Overnight,5870
03/01/2023,fhv,Leaving CBD,1,Overnight,7366
03/01/2023,fhv,CBD-Null,2,Peak,3065
03/01/2023,fhv,Leaving CBD,2,Peak,3359
03/01/2023,fhv,Entering CBD,2,Peak,3612
03/01/2023,fhv,Within CBD,2,Peak,5136
03/01/2023,fhv,Within CBD,2,Overnight,2835
03/01/2023,green,Leaving CBD,2,Peak,1
03/01/2023,green,Entering CBD,2,Peak,902
03/01/2023,green,Entering CBD,1,Peak,4293
03/01/2023,green,CBD-Null,1,Peak,1
03/01/2023,green,Within CBD,2,Peak,1
03/01/2023,fhv,CBD-Null,1,Peak,30919
03/01/2023,fhv,CBD-Null,2,Overnight,1395
03/01/2023,fhv,Leaving CBD,1,Peak,21143
03/01/2023,fhv,Entering CBD,1,Peak,16304
03/01/2023,green,Entering CBD,2,Overnight,443
03/01/2023,fhv,Within CBD,1,Peak,15732
04/01/2023,fhvhv,Entering CBD,1,Peak,842780
04/01/2023,fhvhv,Leaving CBD,1,Overnight,482637
04/01/2023,fhvhv,Within CBD,2,Peak,727992
04/01/2023,fhvhv,Entering CBD,1,Overnight,205949
04/01/2023,fhvhv,Within CBD,2,Overnight,503347
04/01/2023,fhvhv,Leaving CBD,2,Peak,402926
04/01/2023,fhvhv,Leaving CBD,1,Peak,895221
04/01/2023,fhvhv,Within CBD,1,Overnight,489887
04/01/2023,fhvhv,Leaving CBD,2,Overnight,427763
04/01/2023,fhvhv,Entering CBD,2,Overnight,231282
04/01/2023,fhvhv,Entering CBD,2,Peak,387863
04/01/2023,fhvhv,Within CBD,1,Peak,1471746
04/01/2023,yellow,CBD-Null,1,Overnight,777
04/01/2023,yellow,Entering CBD,2,Overnight,33616
04/01/2023,yellow,CBD-Null,2,Overnight,665
04/01/2023,yellow,Leaving CBD,1,Peak,286548
04/01/2023,yellow,Leaving CBD,2,Overnight,79547
04/01/2023,yellow,Within CBD,2,Peak,277620
04/01/2023,yellow,Within CBD,1,Overnight,176527
04/01/2023,yellow,Leaving CBD,2,Peak,108038
04/01/2023,yellow,Leaving CBD,1,Overnight,102805
04/01/2023,yellow,Entering CBD,1,Peak,292106
04/01/2023,yellow,CBD-Null,1,Peak,2768
